# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
?on_before_search@impl@propositional_planner_base@graph_wrapper@ai@vostok@@QAEXXZ	vostok/ai/search/graph_wrapper_planner_base_inline.h	ai	done	MATCH	100	100	100	1	91		630a580d7810	auto: at 100% ceiling, demoted from queue
?on_before_search@search_restrictor@search@sound@vostok@@QAEXXZ	vostok/sound/sources/search_restrictor.h	sound	done	MATCH	100	100	100	1	163		df821619e112	restored target portal-graph search root and sound_scene callers
?on_behaviour_created@game_world@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game/sources/game_world_npc.cpp	game	done	MATCH	100	100	100	1	122	f	ad64914a417b	
?on_behaviour_options_received@behaviour_cook@ai@vostok@@AAEXAAVqueries_result@resources@3@@Z	vostok/ai/sources/behaviour_cook.cpp	ai	inprogress	SIZE	96.1375	96.1375	96.1375	0	508		f0806f39f985	
?on_bi_spline_animation_arrived@skeleton_animation_cook@animation@vostok@@CAXAAVqueries_result@resources@3@@Z	vostok/animation/sources/skeleton_animation_cook.cpp	animation	parked	SIZE	84.963	84.963	84.963	2	313		e801b44f0078	Exact result local, failure/success structure, resource class/buffer/callback arguments, and 15-block CFG; residual is equivalent intrusive_ptr/Boost bind register allocation and query_create_resource inline scheduling.
?on_binary_config_loaded@binary_config_cook@configs@core@vostok@@IAEXAAVqueries_result@resources@4@PAVquery_result_for_cook@64@@Z	vostok/core/sources/configs_binary_config_cook.cpp	core	done	MATCH	100	100	100	0	170	f	acb7d338c513	
?on_binary_config_loaded@texture_options_binary_cooker@render@vostok@@AAEXAAVqueries_result@resources@3@@Z	vostok/render/core/dx11/sources/texture_options.cpp	render	inprogress	SIZE	96.7969	96.7969	100	1	384		eb1db084d383	
?on_binary_config_resource@navigation_world@navigation@ai@vostok@@AAEXAAVqueries_result@resources@4@@Z	vostok/ai_navigation/sources/navigation_world.cpp	ai_navigation	done	MATCH	100	100	100	1	13		c7bc0e7aface	auto: at 100% ceiling, demoted from queue
?on_binary_shaders@effect_cook@render@vostok@@QAEXPAVquery_result_for_cook@resources@3@PAVres_effect@23@PAUeffect_compile_data@23@AAVqueries_result@53@@Z	vostok/render/core/dx11/sources/effect_cook.cpp	render	parked	QUANTITY	87.3658	87.3658	87.5409	2	836		eae2a699f73a	Complete source and target locals; residual is a path-string constructor inlining choice plus optimized line attribution.
?on_brain_unit_options_received@brain_unit_cook@ai@vostok@@AAEXAAVqueries_result@resources@3@@Z	vostok/ai/sources/brain_unit_cook.cpp	ai	inprogress	SIZE	92.8	92.8	92.8	0	230		a474d61f8acb	
?on_broken_limb_affect@damage_model@survarium@@AAEXPBDW4hit_affects_type_enum@2@W4affect_event_type_enum@2@@Z	vostok/game_core/sources/damage_model.cpp	game_core	done	MATCH	100	100	100	1	200		e414ae72031a	[DONE 98.95%] prologue push ecx vs sub esp 0xC (this-slot frame) + trailing nop padding
?on_broken_limb_affect@weapon_user_animations_selector@survarium@@AAEXPBDW4hit_affects_type_enum@2@W4affect_event_type_enum@2@@Z	vostok/game_core/sources/weapon_user_animations_selector.cpp	game_core	done	MATCH	100	100	100	0	96		dacfb609ba25	[PARTIAL 86.38%] all 5 statements match (was 20.12% / 2 stmts). First two ASSERTs are byte-perfect: L337 = `ASSERT_T_U( bodypart, type )` (2-arg eater, no `push 0` - the assert_type slot holds a runtime value), L339 = `ASSERT_CMP_U( affect, ==, 4 )`. Residual is L341 only: `force_animation_selection()` is declared inline in base_player.h, so our build inlines `m_user->m_force_animation_selection = true` (mov byte[ecx+118h],1) while the target kept the call out-of-line (`call base_player::force_animation_selection`). Same whole-program inline-vs-call LTCG residual as player_logic_sprint_state; base_player.h is owned by another unit (not editable here). | game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?on_buffer_end@sound_voice@sound@vostok@@QAEXPAX@Z	vostok/sound/sources/sound_voice_callbacks.cpp	sound	done	MATCH	100	100	100	0	546		2d621acc78f8	
?on_buffer_end_impl@sound_voice@sound@vostok@@AAEXPAX@Z	vostok/sound/sources/sound_voice_callbacks.cpp	sound	done	MATCH	100	100	100	0	106		74e54ea804fc	
?on_buffer_error_impl@sound_voice@sound@vostok@@AAEXPAX@Z	vostok/sound/sources/sound_voice_callbacks.cpp	sound	done	MATCH	100	100	100	0	39		c3294d6ae0e5	
?on_buffer_start@sound_voice@sound@vostok@@QAEXPAX@Z	vostok/sound/sources/sound_voice_callbacks.cpp	sound	done	MATCH	100	100	100	0	368		0ddd9f1e3069	
?on_buffer_start_impl@sound_voice@sound@vostok@@AAEXPAX@Z	vostok/sound/sources/sound_voice_callbacks.cpp	sound	done	MATCH	100	100	100	0	13		0b56d40c0630	
?on_callback_may_destroy_this@async_callbacks_data@vfs@vostok@@QAEXW4result_enum@23@@Z	vostok/vfs/sources/find_async_callbacks.cpp	vfs	done	MATCH	100	100	100	1	106		abc7d8238f9a	auto: at 100% ceiling, demoted from queue
?on_capture_increment_reference_count@base_of_intrusive_base@resources@vostok@@AAEXXZ	vostok/core/sources/resources_intrusive_base.cpp	core	done	MATCH	100	100	100	0	26	f	61550c119960	
?on_chamber_a_round@weapon@survarium@@EAEXXZ	vostok/game/sources/weapon.cpp	game	parked	QUANTITY	78.3333	78.3333	78.3333	1	46	f	9c53b02ffb30	structure-faithful (verified via --view structure-diff); QUANTITY/SPLIT is LTCG/codegen, not source-shape - ICF-folded COMDAT; set_ammo_in_magazine 16-bit reg-arg
?on_changed@console_command@console_commands@vostok@@IAEXPBD@Z	vostok/core/sources/console_command.cpp	core	done	QUANTITY	26.1111	100	100	1	25	f	043caa5b24c2	auto: at 100% ceiling, demoted from queue
?on_child_query_end@queries_result@resources@vostok@@AAEXPAVquery_result@23@_N@Z	vostok/core/sources/resources_queries_result.cpp	core	done	MATCH	100	100	100	0	125	f	8e92b502fe10	
?on_child_task_added@task@tasks@vostok@@AAEXPAV123@@Z	vostok/core/sources/tasks_task.cpp	core	done	MATCH	100	100	100	1	41	f	ffa10bd9ef5a	auto: at 100% ceiling, demoted from queue
?on_child_task_ended@task@tasks@vostok@@AAEXXZ	vostok/core/sources/tasks_task.cpp	core	done	MATCH	100	100	100	1	37	f	cefcd84d8c8e	auto: at 100% ceiling, demoted from queue
?on_client_status_received@lobby_menu@survarium@@QAEXW4query_info_types@lobby@@@Z	vostok/game/sources/lobby_menu.cpp	game	parked	QUANTITY	86.764	86.764	86.764	2	3016		0d9ffc8451fb	Recovered retail switch arms, exact log literal, and target source-line geometry. Remaining QUANTITY/SPLIT rows come from retail LTCG lobby_client call hoisting/custom arguments and per-case epilogue partitioning. Reopen after lobby_client callees or compiler context change.
?on_collision_and_visuals_loaded@project_cooker_simple@survarium@@AAEXAAVqueries_result@resources@vostok@@PAVsimple_game_project@2@@Z	vostok/game/sources/project_cooker_simple.cpp	game	parked	QUANTITY	64.6085	64.6085	64.6085	1	670	f	07936b9a53fc	Body is blocked by the shipped simple_game_project member layout (base_point_stats respawn map and project-owned object/collision/victory vectors), already evidenced in create_game_objects/delete_resource. Reopen after that layout is reconstructed.
?on_collision_sources_loaded@collision_shape_cook@physics@vostok@@AAEXAAVqueries_result@resources@3@PAUcook_data@123@@Z	vostok/physics/sources/collision_shape_cook.cpp	physics	parked	SPLIT	65.8888	65.8888	83.5312	2	3201		3ced89f8e07e	Retail source, named locals, and Bullet call order were verified. Residual is Bullet/helper inline retention, allocator statement splitting, register scheduling, symbol attribution, or a proven LTCG call-boundary convention.
?on_completion@win_iocp_io_service@detail@asio@boost@@QAEXPAVwin_iocp_operation@234@KK@Z	boost/asio/detail/impl/win_iocp_io_service.ipp	boost	done	MATCH	100	100	100	1	246		4c623395b874	auto: at 100% ceiling, demoted from queue
?on_config_loaded@animated_model_instance_cook@physics@vostok@@AAEXAAVqueries_result@resources@3@@Z	vostok/physics/sources/animated_model_instance_cook.cpp	physics	done	MATCH	100	100	100	0	359		e7f4473d74d9	
?on_config_loaded@animated_model_instance_cook@render@vostok@@AAEXAAVqueries_result@resources@3@@Z	vostok/render/engine/sources/animated_model_instance_cook.cpp	render	done	MATCH	100	100	100	1	472		4ae2a0c6b1e7	Reconstructed full animated-model cook cone; remaining callback gap is target out-of-line versus base inlined implicit animated_model_instance constructor.
?on_config_loaded@animated_model_instance_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game/sources/animated_model_instance_cook.cpp	game	done	MATCH	100	100	100	1	554		6cd582fce865	
?on_config_loaded@game@survarium@@QAEXAAVqueries_result@resources@vostok@@_N@Z	vostok/game/sources/game.cpp	game	parked	MATCH	96.1474	96.1474	96.1579	2	263		2ac524c1f4f2	WALL SHARED_RESOURCE_CONTEXT: target size, PDB structure, and LOG source line match; residual is managed_resource_ptr construction using intrusive_ptr::set versus base inlining. Reopen only after managed_resource_ptr/intrusive_ptr compiler context changes.
?on_config_loaded@options@render@vostok@@AAEXAAVqueries_result@resources@3@@Z	vostok/render/core/dx11/sources/options.cpp	render	parked	SIZE	64.8485	64.8485	64.8485	3	121	f	9ded2ae2fa52	Faithful 3-statement body and 3/3 CFG; retail inlines get_managed_resource and materializes/copies its managed_resource_ptr temporary, while current LTCG keeps the inline getter out-of-line/fuses the return object. Shared resource API already matches target by-value signature; non-steerable caller-context inlining boundary.
?on_config_loaded@particle_system_wrapper_cook@particle@vostok@@QAEXAAVqueries_result@resources@3@@Z			parked				0	1	0			Compiler reachability/ICF wall: target PDB declares this method inline or consumes its helper chain without a standalone symbol; base retains an extra COMDAT, and this branch did not fabricate the source function
?on_config_loaded@player_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game/sources/player_cook.cpp	game	parked	SIZE	92.8607	92.8607	92.8607	2	1520	f	37816d8e7698	NEW(player_creation_params) emits uncompiled base_player_creation_params default ctor (game_core). Next: compile that base default ctor, then rebody
?on_config_loaded@rifle_scope_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game/sources/rifle_scope_cook.cpp	game	done	MATCH	100	100	100	2	355		22861ad1a26a	Target reads queries_result::m_result (+0x40) and compares result_success; replacing size()!=1 with !is_successful() closed 98.30% to exact.
?on_config_loaded@skeleton_combined_model_cook@render@vostok@@AAEXAAVqueries_result@resources@3@PAVquery_result_for_cook@53@@Z	vostok/render/engine/sources/combined_model_cooker.cpp	render	done	MATCH	100	100	100	1	219	f	b96a1b5fa298	complete TU reconstructed; remaining byte/CFG gaps stop at target-vs-base LTCG helper inlining (path strings, resource pointers, delete/query wrappers); no steering
?on_config_loaded@sound_player_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game/sources/sound_player_cook.cpp	game	done	MATCH	100	100	100	1	406		ba5d13e92bde	
?on_config_loaded@sound_spl_cook@sound@vostok@@AAEXAAVqueries_result@resources@3@PAVquery_result_for_cook@53@@Z	vostok/sound/sources/sound_spl_cook.cpp	sound	done	MATCH	100	100	100	0	360		2a17dfd8f5ae	
?on_config_loaded@victory_item_cook@survarium@@UAEXAAVqueries_result@resources@vostok@@@Z	vostok/game/sources/victory_item_cooker.cpp	game	done	MATCH	100	100	100	2	311		83bfdcbbbeb5	Closed request field initialization order; audited remaining queries_result layout and anchor/LTCG constructor ownership walls.
?on_config_loaded@victory_item_core_cook@survarium@@UAEXAAVqueries_result@resources@vostok@@@Z	vostok/game_core/sources/victory_item_core_cook.cpp	game_core	done	MATCH	100	100	100	2	194		7e8017e0cfdc	auto: at 100% ceiling, demoted from queue
?on_config_loaded@weapon_user_animations_container_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game_core/sources/weapon_user_animations_container_cook.cpp	game_core	parked	SIZE	94.8495	94.8495	94.8495	2	898		b51286d59a55	[DONE 92.91%] residual is the trailing query_resources statement (see embed); same boost::function-by-value + size() inline-vs-call walls as booby_trap_set_core_cook. | game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?on_config_ready@booby_trap_set_core_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@Ubooby_trap_set_cook_data@2@@Z	vostok/game_core/sources/booby_trap_set_core_cook.cpp	game_core	parked	SIZE	98.3602	98.3602	98.3602	0	652	f	e4bbe4858973	[DONE 94.06%] LTCG residuals only (promoted set_amount convention, inlined buffer_vector::size).
?on_config_ready@items_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@PAVquery_result_for_cook@45@@Z	vostok/game_core/sources/items_cook.cpp	game_core	done	MATCH	100	100	100	2	180		7bc1cbdbb19f	auto: at 100% ceiling, demoted from queue
?on_config_ready@weapon_ammunition_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@PAVquery_result_for_cook@45@@Z	vostok/game_core/sources/weapon_ammunition_cook.cpp	game_core	done	MATCH	100	100	100	2	243		82b710c28396	auto: at 100% ceiling, demoted from queue
?on_configs_loaded@game@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game/sources/game.cpp	game	parked	SPLIT	76.5311	76.5311	76.5311	2	597		70d46328ceb7	cross-module render headers/methods not declared in game (scene_renderer/render_engine_world/initialize_ui/output_window_configuration) - defining = modifying render unit | WALL SHARED_TYPES_CONTEXT: recovered complete 19-statement body; residual is managed_resource_ptr copy inlining and the known cc_bool hierarchy mismatch. Reopen only after intrusive_ptr/resource_ptr context or cc_bool target hierarchy is corrected.
?on_configs_loaded@game_material_manager_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game_core/sources/game_material_manager_cook.cpp	game_core	done	SIZE	98.5321	100	100	3	381		7d6780fdb850	Per-call LTCG/inlining wall: target inlines strip_pointer(g_allocator) inside VOSTOK_NEW_IMPL; base emits the call (+4 bytes). Revisit only when function-scoped compiler-context or safe per-call inline steering exists; global forceinline regresses about 170 functions.
?on_configs_loaded@profile_skin_visual_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@PAVquery_result_for_cook@45@PBUplayer_profile@2@@Z	vostok/game/sources/player_cook.cpp	game	parked	QUANTITY	53.9602	53.9602	53.9602	3	1794		aa13ecae808f	Faithful reconstructed body plateaus at 53.96%: target 47 statements/67 CFG blocks vs base 43/60; residual is concentrated in resource_ptr lifetime and buffer_string operator+=/assignment LTCG inlining. Split cfg lifetime regressed to 51.95%. Reopen only with new target declaration-order/header-ownership evidence or corrected shared compiler context.
?on_connected@async_connector@network_core@vostok@@AAEXABVerror_code@system@boost@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@6@@Z	vostok/network_core/sources/async_connector.cpp	network_core	parked	SIZE	95.1827	95.1827	96.2404	1	384		b2641d2080b6	[PARTIAL 96.25%] LTCG ICF-folded boost::function reps + register alloc; body byte-correct
?on_connected@lobby_client@survarium@@AAEXXZ	vostok/game/sources/lobby_client.cpp	game	parked	QUANTITY	79.5143	79.5143	79.5143	2	188		1c68c3e842c4	Wall: target emits tcp_packet constructor call while base inlines the same zero-initialization; remaining CFG/calls agree. Reopen only after network_core tcp_packet constructor or compiler-context changes.
?on_connected@login_client_impl@network@vostok@@AAEXIABV?$function@$$A6AXW4connection_error_types_enum@vostok@@@Z@boost@@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@5@ABVerror_code@system@5@1@Z	vostok/network/sources/login_client_impl_connect.cpp	network	inprogress	SIZE	92.436	92.436	99.984	0	973		30904b8a78ee	
?on_connected@match_client@network@vostok@@AAEXW4connection_error_types_enum@3@W4handshaking_error_types_enum@3@W4socket_error_types_enum@3@W4lobby_server_message_types_enum@3@@Z	vostok/network/sources/match_client.cpp	network	inprogress	SIZE	88.3253	88.3253	88.3253	0	266		aec135f2d924	
?on_connected@messaging_client@survarium@@AAEXXZ	vostok/game/sources/messaging_client.cpp	game	parked	QUANTITY	82.5122	82.5122	82.5122	3	234		0ac936d486ec	Source and target statement order complete; target calls the header-inline tcp_packet ctor while this compiler context expands its stores. Reopen only with a target-faithful per-call ctor inline cut.
?on_connected@tcp_packet_client@network@vostok@@AAEXXZ	vostok/network/sources/tcp_packet_client.cpp	network	done	MATCH	100	100	100	1	302		fbc3018f769f	Audited complete TU against current report and retained target PDB structure; removed stale wall narration from exact functions and parked each current residual with a concrete compiler-context trigger.
?on_connected@tcp_packet_client@network_core@vostok@@AAEXXZ	vostok/network_core/sources/tcp_packet_client.cpp	network_core	parked	SIZE	77.6191	77.6191	100	2	80		b65fe4d2bdc3	Current PDB statement structure is exact and each source body has historical 100% evidence; residual is shared string/allocator/boost safe-bool inlining under current compiler context.
?on_connected_impl@tcp_packet_client@network@vostok@@AAEXXZ	vostok/network/sources/tcp_packet_client.cpp	network	parked	SIZE	75.2632	75.2632	75.2632	1	63		784bd93b8d5e	PDB structure is 2/2. Current residual is boost::function<void()> safe-bool ICF selection: target uses operator! double-negation while base uses safe_bool conversion; function1/function2 siblings prove the source spelling. Reopen only if boost::function0 operator fold/owner or network compiler context changes.
?on_connected_to_lobby@lobby_menu@survarium@@QAEXXZ	vostok/game/sources/lobby_menu.cpp	game	inprogress	SIZE	90.4545	90.4545	90.4545	1	34	f	57829c2bab2e	
?on_connected_to_lobby@network_client@survarium@@AAEXXZ	vostok/game/sources/network_client_lobby.cpp	game	parked	QUANTITY	91.6667	91.6667	91.6667	1	41	f	4ef538978fd0	base inlines large show_disconnected_message (itself ~34%) whose scaleform GFx Movie::Invoke/value ops are unmatched -> objdiff can't pair. Next: lifts once scaleform value.cpp/movie.cpp matched
?on_connected_to_login@network_client@survarium@@AAEXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@4@W4socket_error_types_enum@4@W4login_server_message_types_enum@4@@Z	vostok/game/sources/network_client.cpp	game	parked	QUANTITY	7.1515	7.1515	7.1515	2	2984		8c451b2fbe44	Nested connection/handshake/socket/message dispatch is reconstructed; residual is repeated LOG_INFO/LOG_ERROR expansion and switch block attribution around shared logging helpers. Reopen when logging callback/helper context changes.
